VMP_NM|DATE_FROM|DATE_TO|VERSION
Silk briefs female adult|2018-11-07|2018-11-07|1
Silk clava 5-14 years|2018-11-07|2018-11-07|1
Silk clava 6 months-5 years|2018-11-07|2018-11-07|1
Silk eye mask|2018-11-07|2018-11-07|1
Silk gloves 3-4 years|2018-11-07|2018-11-07|1
Silk gloves 5-9 years|2018-11-07|2018-11-07|1
Silk gloves XX large adult|2018-11-07|2018-11-07|1
Silk gloves extra large adult|2018-11-07|2018-11-07|1
Silk gloves large adult|2018-11-07|2018-11-07|1
Silk gloves large child|2018-11-07|2018-11-07|1
Silk gloves medium adult|2018-11-07|2018-11-07|1
Silk gloves medium child|2018-11-07|2018-11-07|1
Silk gloves small adult|2018-11-07|2018-11-07|1
Silk gloves small child|2018-11-07|2018-11-07|1
Silk hat 0-3 months|2018-11-07|2018-11-07|1
Silk hat 3-12 months|2018-11-07|2018-11-07|1
Silk head/facial mask adult|2018-11-07|2018-11-07|1
Silk head/facial mask child|2018-11-07|2018-11-07|1
Silk head/facial mask infant|2018-11-07|2018-11-07|1
Silk head/facial mask teen|2018-11-07|2018-11-07|1
Silk leggings 0-3 months|2018-11-07|2018-11-07|1
Silk leggings 11-12 years|2018-11-07|2018-11-07|1
Silk leggings 11-14 years|2018-11-07|2018-11-07|1
Silk leggings 12-18 months|2018-11-07|2018-11-07|1
Silk leggings 18-24 months|2018-11-07|2018-11-07|1
Silk leggings 2-5 years|2018-11-07|2018-11-07|1
Silk leggings 24-36 months|2018-11-07|2018-11-07|1
Silk leggings 3-4 years|2018-11-07|2018-11-07|1
Silk leggings 3-6 months|2018-11-07|2018-11-07|1
Silk leggings 5-6 years|2018-11-07|2018-11-07|1
Silk leggings 5-8 years|2018-11-07|2018-11-07|1
Silk leggings 6-24 months|2018-11-07|2018-11-07|1
Silk leggings 6-9 months|2018-11-07|2018-11-07|1
Silk leggings 7-8 years|2018-11-07|2018-11-07|1
Silk leggings 8-11 years|2018-11-07|2018-11-07|1
Silk leggings 9-10 years|2018-11-07|2018-11-07|1
Silk leggings 9-12 months|2018-11-07|2018-11-07|1
Silk leggings adult|2018-11-07|2018-11-07|1
Silk mittens 2-8 years|2018-11-07|2018-11-07|1
Silk mittens 8-14 years|2018-11-07|2018-11-07|1
Silk mittens up to 24 months|2018-11-07|2018-11-07|1
Silk pyjamas 10-12 years|2018-11-07|2018-11-07|1
Silk pyjamas 11-12 years|2018-11-07|2018-11-07|1
Silk pyjamas 3-4 years|2018-11-07|2018-11-07|1
Silk pyjamas 5-6 years|2018-11-07|2018-11-07|1
Silk pyjamas 7-8 years|2018-11-07|2018-11-07|1
Silk pyjamas 9-10 years|2018-11-07|2018-11-07|1
Silk shirts 10-12 years|2018-11-07|2018-11-07|1
Silk shirts 11-12 years|2018-11-07|2018-11-07|1
Silk shirts 3-4 years|2018-11-07|2018-11-07|1
Silk shirts 5-6 years|2018-11-07|2018-11-07|1
Silk shirts 7-8 years|2018-11-07|2018-11-07|1
Silk shirts 9-10 years|2018-11-07|2018-11-07|1
Silk shirts adult|2018-11-07|2018-11-07|1
Silk shorts 11-14 years|2018-11-07|2018-11-07|1
Silk shorts 2-5 years|2018-11-07|2018-11-07|1
Silk shorts 5-8 years|2018-11-07|2018-11-07|1
Silk shorts 6-24 months|2018-11-07|2018-11-07|1
Silk shorts extra large-XX large adult|2018-11-07|2018-11-07|1
Silk shorts extra small-small adult|2018-11-07|2018-11-07|1
Silk shorts large adult|2018-11-07|2018-11-07|1
Silk shorts medium adult|2018-11-07|2018-11-07|1
Silk shorts medium-large adult|2018-11-07|2018-11-07|1
Silk shorts small adult|2018-11-07|2018-11-07|1
Silk socks|2018-11-07|2018-11-07|1
Silk tops 11-14 years|2018-11-07|2018-11-07|1
Silk tops 2-5 years|2018-11-07|2018-11-07|1
Silk tops 5-8 years|2018-11-07|2018-11-07|1
Silk tops 6-24 months|2018-11-07|2018-11-07|1
Silk tops 8-11 years|2018-11-07|2018-11-07|1
Silk tops adult|2018-11-07|2018-11-07|1
Silk tubular sleeves|2018-11-07|2018-11-07|1
Silk vest 11-14 years|2018-11-07|2018-11-07|1
Silk vest 2-5 years|2018-11-07|2018-11-07|1
Silk vest 5-8 years|2018-11-07|2018-11-07|1
Silk vest 6-24 months|2018-11-07|2018-11-07|1
Silk vest 8-11 years|2018-11-07|2018-11-07|1
Silk vest large adult|2018-11-07|2018-11-07|1
Silk vest medium adult|2018-11-07|2018-11-07|1
Silk vest small adult|2018-11-07|2018-11-07|1
Silver coated barrier dressing sterile 10cm x 10cm square|2018-11-07|2018-11-07|1
Silver coated barrier dressing sterile 15cm x 15cm square|2018-11-07|2018-11-07|1
Silver coated barrier dressing sterile 20cm x 20cm square|2018-11-07|2018-11-07|1
Silver nitrate 40% caustic pencils|2018-11-07|2018-11-07|1
Silver nitrate 75% caustic applicators|2018-11-07|2018-11-07|1
Silver nitrate 95% caustic applicators|2018-11-07|2018-11-07|1
Silver nitrate 95% caustic pencils|2018-11-07|2018-11-07|1
Simeticone 125mg capsules|2018-11-07|2018-11-07|1
Simeticone 125mg chewable tablets|2018-11-07|2018-11-07|1
Simeticone 40mg/ml oral suspension sugar free|2018-11-07|2018-11-07|1
Simeticone 42mg/5ml oral drops|2018-11-07|2018-11-07|1
Simple eye ointment|2018-11-07|2018-11-07|1
Simple linctus|2018-11-07|2018-11-07|1
Simple linctus paediatric|2018-11-07|2018-11-07|1
Simple linctus paediatric sugar free|2018-11-07|2018-11-07|1
Simple linctus sugar free|2018-11-07|2018-11-07|1
Simvastatin 10mg tablets|2018-11-07|2018-11-07|1
Simvastatin 20mg / Ezetimibe 10mg tablets|2018-11-07|2018-11-07|1
Simvastatin 20mg tablets|2018-11-07|2018-11-07|1
Simvastatin 20mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Simvastatin 40mg / Ezetimibe 10mg tablets|2018-11-07|2018-11-07|1
Simvastatin 40mg tablets|2018-11-07|2018-11-07|1
Simvastatin 40mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Simvastatin 80mg / Ezetimibe 10mg tablets|2018-11-07|2018-11-07|1
Simvastatin 80mg tablets|2018-11-07|2018-11-07|1
Sirolimus 1mg tablets|2018-11-07|2018-11-07|1
Sirolimus 1mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Sirolimus 2mg tablets|2018-11-07|2018-11-07|1
Sirolimus 500microgram tablets|2018-11-07|2018-11-07|1
Sitagliptin 100mg tablets|2018-11-07|2018-11-07|1
Sitagliptin 25mg tablets|2018-11-07|2018-11-07|1
Sitagliptin 50mg tablets|2018-11-07|2018-11-07|1
Skin adhesives sterile|2018-11-07|2018-11-07|1
Skin closure strips sterile 6.4mm x 76mm|2018-11-07|2018-11-07|1
Skin closure strips sterile 6mm x 75mm|2018-11-07|2018-11-07|1
Skin closure strips sterile 6mm x 76mm|2018-11-07|2018-11-07|1
Soap spirit methylated|2018-11-07|2018-11-07|1
Sodium alginate 225mg/dose / Magnesium alginate 87.5mg/dose oral powder sachets sugar free|2018-11-07|2018-11-07|1
Sodium alginate 500mg / Potassium bicarbonate 100mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Sodium alginate 500mg/5ml / Potassium bicarbonate 100mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Sodium aurothiomalate 10mg/0.5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Sodium aurothiomalate 50mg/0.5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Sodium bicarbonate 420mg/5ml (1mmol/ml) oral solution sugar free|2018-11-07|2018-11-07|1
Sodium bicarbonate 5% ear drops|2018-11-07|2018-11-07|1
Sodium bicarbonate 500mg capsules|2018-11-07|2018-11-07|1
Sodium bicarbonate 600mg tablets|2018-11-07|2018-11-07|1
Sodium bicarbonate 8.4% (1mmol/ml) infusion 200ml polyethylene bottles|2018-11-07|2018-11-07|1
Sodium bicarbonate 8.4% (1mmol/ml) solution for injection 100ml bottles|2018-11-07|2018-11-07|1
Sodium bicarbonate powder|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose dressing 10cm x 10cm square|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose dressing 15cm x 15cm square|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose dressing 4cm x 10cm rectangular|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose dressing 4cm x 20cm rectangular|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose dressing 4cm x 30cm rectangular|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose dressing 5cm x 5cm square|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose with silver dressing 10cm x 10cm square|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose with silver dressing 15cm x 15cm square|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose with silver dressing 20cm x 30cm rectangular|2018-11-07|2018-11-07|1
Sodium carboxymethylcellulose with silver dressing 5cm x 5cm square|2018-11-07|2018-11-07|1
Sodium chloride 0.9% catheter maintenance solution|2018-11-07|2018-11-07|1
Sodium chloride 0.9% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium chloride 0.9% infusion 100ml bags|2018-11-07|2018-11-07|1
Sodium chloride 0.9% infusion 1litre bags|2018-11-07|2018-11-07|1
Sodium chloride 0.9% infusion 1litre polyethylene bottles|2018-11-07|2018-11-07|1
Sodium chloride 0.9% infusion 500ml bags|2018-11-07|2018-11-07|1
Sodium chloride 0.9% inhalation solution 2.5ml vials|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution 100ml sachets|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution 120ml bottles|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution 150ml bottles|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution 1litre bottles|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution 20ml unit dose|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution 25ml sachets|2018-11-07|2018-11-07|1
Sodium chloride 0.9% irrigation solution aerosol spray|2018-11-07|2018-11-07|1
Sodium chloride 0.9% nasal drops|2018-11-07|2018-11-07|1
Sodium chloride 0.9% nebuliser liquid 2.5ml unit dose ampoules|2018-11-07|2018-11-07|1
Sodium chloride 0.9% nebuliser liquid 2.5ml unit dose vials|2018-11-07|2018-11-07|1
Sodium chloride 0.9% solution for injection 10ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 0.9% solution for injection 20ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 0.9% solution for injection 2ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 0.9% solution for injection 50ml vials|2018-11-07|2018-11-07|1
Sodium chloride 0.9% solution for injection 5ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 1.46g/5ml (5mmol/ml) oral solution|2018-11-07|2018-11-07|1
Sodium chloride 292.5mg/5ml (1mmol/ml) oral solution|2018-11-07|2018-11-07|1
Sodium chloride 292.5mg/5ml (1mmol/ml) oral solution sugar free|2018-11-07|2018-11-07|1
Sodium chloride 3% inhalation solution 4ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 30% solution for injection 10ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 5% eye drops|2018-11-07|2018-11-07|1
Sodium chloride 5% eye drops 0.45ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium chloride 5% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium chloride 5% eye ointment preservative free|2018-11-07|2018-11-07|1
Sodium chloride 6% inhalation solution 4ml ampoules|2018-11-07|2018-11-07|1
Sodium chloride 600mg modified-release tablets|2018-11-07|2018-11-07|1
Sodium chloride 7% inhalation solution 4ml vials|2018-11-07|2018-11-07|1
Sodium citrate 4g oral granules sachets|2018-11-07|2018-11-07|1
Sodium citrate 4g oral powder sachets|2018-11-07|2018-11-07|1
Sodium citrate compound 5ml enema|2018-11-07|2018-11-07|1
Sodium citrate powder|2018-11-07|2018-11-07|1
Sodium clodronate 400mg capsules|2018-11-07|2018-11-07|1
Sodium clodronate 520mg tablets|2018-11-07|2018-11-07|1
Sodium clodronate 800mg tablets|2018-11-07|2018-11-07|1
Sodium cromoglicate 100mg capsules|2018-11-07|2018-11-07|1
Sodium cromoglicate 2% eye drops|2018-11-07|2018-11-07|1
Sodium cromoglicate 2% eye drops 0.3ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium cromoglicate 2% nasal spray|2018-11-07|2018-11-07|1
Sodium cromoglicate 4% nasal spray|2018-11-07|2018-11-07|1
Sodium cromoglicate 5mg/dose inhaler CFC free|2018-11-07|2018-11-07|1
Sodium dihydrogen phosphate anhydrous 1.936g effervescent tablets|2018-11-07|2018-11-07|1
Sodium dihydrogen phosphate anhydrous 340mg / Sodium bicarbonate 250mg suppositories|2018-11-07|2018-11-07|1
Sodium dihydrogen phosphate anhydrous 680mg / Sodium bicarbonate 500mg suppositories|2018-11-07|2018-11-07|1
Sodium dihydrogen phosphate dihydrate 18.1% / Disodium hydrogen phosphate dodecahydrate 8% 133ml enema|2018-11-07|2018-11-07|1
Sodium dihydrogen phosphate dihydrate 542mg/ml / Disodium hydrogen phosphate dodecahydrate 240mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Sodium feredetate 190mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 0.05% mouthwash sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 0.37% oral drops sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 0.619% dental paste sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 1.1% dental paste sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 1.1mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 1.1mg tablets|2018-11-07|2018-11-07|1
Sodium fluoride 2% mouthwash sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 2.2mg chewable tablets sugar free|2018-11-07|2018-11-07|1
Sodium fluoride 2.2mg tablets|2018-11-07|2018-11-07|1
Sodium fusidate 2% ointment|2018-11-07|2018-11-07|1
Sodium fusidate 250mg tablets|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.03% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.05% / Ectoin 2% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.1% / Dexpanthenol 2% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.1% eye drops|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.1% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% / Trehalose 3% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% / Trehalose 3% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% eye drops|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% eye drops 0.3ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.15% eye gel 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.18% eye drops 0.3ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.18% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.2% eye drops|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.2% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.2% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.2% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.3% eye drops|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.3% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.3% eye gel 0.45ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.4% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 0.4% eye drops preservative free|2018-11-07|2018-11-07|1
Sodium hyaluronate 120mg/50ml intravesical solution pre-filled syringes|2018-11-07|2018-11-07|1
Sodium hyaluronate 20mg/2ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Sodium hyaluronate 40mg/50ml intravesical solution pre-filled syringes|2018-11-07|2018-11-07|1
Sodium hyaluronate 40mg/50ml intravesical solution vials|2018-11-07|2018-11-07|1
Sodium hyaluronate 800mg / Sodium chondroitin sulfate 1g intravesical solution 50ml pre-filled syringes|2018-11-07|2018-11-07|1
Sodium hyaluronate cream|2018-11-07|2018-11-07|1
Sodium hypochlorite 2% solution|2018-11-07|2018-11-07|1
Sodium lauryl ether sulfo-succinate 6% / Sodium lauryl ether sulfate 2.7% shampoo|2018-11-07|2018-11-07|1
Sodium oxybate 500mg/ml oral solution sugar free|2018-11-07|2018-11-07|1
Sodium phenylbutyrate 500mg tablets|2018-11-07|2018-11-07|1
Sodium phenylbutyrate 940mg/g granules sugar free|2018-11-07|2018-11-07|1
Sodium picosulfate 2.5mg capsules|2018-11-07|2018-11-07|1
Sodium picosulfate 5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Sodium pidolate 2.5% cream|2018-11-07|2018-11-07|1
Sodium valproate 100mg modified-release granules sachets sugar free|2018-11-07|2018-11-07|1
Sodium valproate 100mg tablets|2018-11-07|2018-11-07|1
Sodium valproate 150mg modified-release capsules|2018-11-07|2018-11-07|1
Sodium valproate 1g modified-release granules sachets sugar free|2018-11-07|2018-11-07|1
Sodium valproate 200mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Sodium valproate 200mg modified-release tablets|2018-11-07|2018-11-07|1
Sodium valproate 200mg/5ml oral solution|2018-11-07|2018-11-07|1
Sodium valproate 200mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Sodium valproate 250mg modified-release granules sachets sugar free|2018-11-07|2018-11-07|1
Sodium valproate 300mg modified-release capsules|2018-11-07|2018-11-07|1
Sodium valproate 300mg modified-release tablets|2018-11-07|2018-11-07|1
Sodium valproate 300mg/3ml solution for injection ampoules|2018-11-07|2018-11-07|1
Sodium valproate 400mg powder and solvent for solution for injection vials|2018-11-07|2018-11-07|1
Sodium valproate 500mg gastro-resistant tablets|2018-11-07|2018-11-07|1
Sodium valproate 500mg modified-release granules sachets sugar free|2018-11-07|2018-11-07|1
Sodium valproate 500mg modified-release tablets|2018-11-07|2018-11-07|1
Sodium valproate 50mg modified-release granules sachets sugar free|2018-11-07|2018-11-07|1
Sodium valproate 750mg modified-release granules sachets sugar free|2018-11-07|2018-11-07|1
Soft polymer wound contact dressing 10cm x 10cm|2018-11-07|2018-11-07|1
Soft polymer wound contact dressing impregnated with silver 10cm x 12cm|2018-11-07|2018-11-07|1
Soft polymer wound contact dressing impregnated with silver 15cm x 20cm|2018-11-07|2018-11-07|1
Soft silicone fixation tape 10cm|2018-11-07|2018-11-07|1
Soft silicone fixation tape 2.5cm|2018-11-07|2018-11-07|1
Soft silicone fixation tape 2cm|2018-11-07|2018-11-07|1
Soft silicone fixation tape 4cm|2018-11-07|2018-11-07|1
Soft silicone fixation tape 5cm|2018-11-07|2018-11-07|1
Soft silicone wound contact dressing sterile 12cm x 15cm|2018-11-07|2018-11-07|1
Soft silicone wound contact dressing sterile 20cm x 32cm|2018-11-07|2018-11-07|1
Soft silicone wound contact dressing sterile 5cm x 7cm|2018-11-07|2018-11-07|1
Soft silicone wound contact dressing sterile 8cm x 10cm|2018-11-07|2018-11-07|1
Solifenacin 10mg tablets|2018-11-07|2018-11-07|1
Solifenacin 5mg tablets|2018-11-07|2018-11-07|1
Solifenacin 6mg / Tamsulosin 400microgram modified-release tablets|2018-11-07|2018-11-07|1
Solution G citric acid 3.23% catheter maintenance solution|2018-11-07|2018-11-07|1
Solution R citric acid 6% catheter maintenance solution|2018-11-07|2018-11-07|1
Somatropin (epr) 10mg/1.5ml solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (epr) 10mg/1.5ml solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (epr) 15mg/1.5ml solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (epr) 15mg/1.5ml solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (epr) 5mg/1.5ml solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (epr) 5mg/1.5ml solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 1.2mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 1.4mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 1.6mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 1.8mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 10mg powder and solvent for solution for injection vials|2018-11-07|2018-11-07|1
Somatropin (rbe) 10mg/1.5ml solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (rbe) 10mg/2ml solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (rbe) 12mg powder and solvent for solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (rbe) 12mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 15mg/1.5ml solution for injection cartridges|2018-11-07|2018-11-07|1
Somatropin (rbe) 1mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 200microgram powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 2mg powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 400microgram powder and solvent for solution for injection pre-filled disposable devices|2018-11-07|2018-11-07|1
Somatropin (rbe) 4mg powder and solvent for solution for injection vials|2018-11-07|2018-11-07|1
